Data as of,Start week,End Week,HHS Region,State,Place of Death,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
2/17/2021,1/4/2020,2/13/2021,7,Iowa,Nursing home/longterm care facility,75-84 years,603,2911,206,113,,701,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Iowa,Nursing home/longterm care facility,85 years and over,1455,7467,522,276,18,1719,
2/17/2021,1/4/2020,2/13/2021,7,Iowa,Nursing home/longterm care facility,All ages,2324,11972,832,442,25,2739,
2/17/2021,1/4/2020,2/13/2021,7,Iowa,Other,0-14 years,0,14,0,0,0,0,
2/17/2021,1/4/2020,2/13/2021,7,Iowa,Other,15-44 years,,344,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Iowa,Other,45-64 years,,300,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Iowa,Other,65-74 years,,135,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Iowa,Other,75-84 years,,119,10,,0,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Iowa,Other,85 years and over,17,157,,,0,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Iowa,Other,All ages,31,1069,21,,0,45,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Iowa,Place of death unknown,0-14 years,0,0,0,0,0,0,
2/17/2021,1/4/2020,2/13/2021,7,Iowa,Place of death unknown,15-44 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Iowa,Place of death unknown,45-64 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Iowa,Place of death unknown,65-74 years,0,0,0,0,0,0,
2/17/2021,1/4/2020,2/13/2021,7,Iowa,Place of death unknown,75-84 years,,,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Iowa,Place of death unknown,85 years and over,0,0,0,0,0,0,
2/17/2021,1/4/2020,2/13/2021,7,Iowa,Place of death unknown,All ages,,,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Kansas,All places of death,All ages,4341,34600,3418,1834,125,6047,
2/17/2021,1/4/2020,2/13/2021,7,Kansas,Decedent's home,0-14 years,0,60,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Kansas,Decedent's home,15-44 years,11,688,12,,,23,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Kansas,Decedent's home,45-64 years,48,2375,41,,,87,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Kansas,Decedent's home,65-74 years,67,2473,65,17,,118,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Kansas,Decedent's home,75-84 years,74,2543,58,26,,109,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Kansas,Decedent's home,85 years and over,90,2614,81,25,,149,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Kansas,Decedent's home,All ages,290,10753,260,76,15,489,
2/17/2021,1/4/2020,2/13/2021,7,Kansas,"Healthcare setting, dead on arrival",0-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Kansas,"Healthcare setting, dead on arrival",15-44 years,0,13,0,0,0,0,
2/17/2021,1/4/2020,2/13/2021,7,Kansas,"Healthcare setting, dead on arrival",45-64 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Kansas,"Healthcare setting, dead on arrival",65-74 years,,,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Kansas,"Healthcare setting, dead on arrival",75-84 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Kansas,"Healthcare setting, dead on arrival",85 years and over,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Kansas,"Healthcare setting, dead on arrival",All ages,,32,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Kansas,"Healthcare setting, inpatient",0-14 years,0,153,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Kansas,"Healthcare setting, inpatient",15-44 years,62,488,48,24,,89,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Kansas,"Healthcare setting, inpatient",45-64 years,430,2010,404,248,21,607,
2/17/2021,1/4/2020,2/13/2021,7,Kansas,"Healthcare setting, inpatient",65-74 years,574,2332,579,329,17,840,
2/17/2021,1/4/2020,2/13/2021,7,Kansas,"Healthcare setting, inpatient",75-84 years,729,2536,693,435,20,1005,
2/17/2021,1/4/2020,2/13/2021,7,Kansas,"Healthcare setting, inpatient",85 years and over,618,2252,615,351,10,892,
2/17/2021,1/4/2020,2/13/2021,7,Kansas,"Healthcare setting, inpatient",All ages,2413,9771,2340,1387,73,3436,
2/17/2021,1/4/2020,2/13/2021,7,Kansas,"Healthcare setting, outpatient or emergency room",0-14 years,,40,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Kansas,"Healthcare setting, outpatient or emergency room",15-44 years,,221,,0,0,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Kansas,"Healthcare setting, outpatient or emergency room",45-64 years,29,389,24,12,,42,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Kansas,"Healthcare setting, outpatient or emergency room",65-74 years,18,294,15,,,29,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Kansas,"Healthcare setting, outpatient or emergency room",75-84 years,23,262,18,,0,32,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Kansas,"Healthcare setting, outpatient or emergency room",85 years and over,14,163,15,,0,24,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Kansas,"Healthcare setting, outpatient or emergency room",All ages,91,1369,78,31,,140,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Kansas,Hospice facility,0-14 years,0,0,0,0,0,0,
2/17/2021,1/4/2020,2/13/2021,7,Kansas,Hospice facility,15-44 years,0,28,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Kansas,Hospice facility,45-64 years,,246,10,,0,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Kansas,Hospice facility,65-74 years,,376,21,,,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Kansas,Hospice facility,75-84 years,27,485,48,12,,69,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Kansas,Hospice facility,85 years and over,27,545,63,,,86,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Kansas,Hospice facility,All ages,68,1680,143,26,12,197,
2/17/2021,1/4/2020,2/13/2021,7,Kansas,Nursing home/longterm care facility,0-14 years,0,0,0,0,0,0,
2/17/2021,1/4/2020,2/13/2021,7,Kansas,Nursing home/longterm care facility,15-44 years,0,18,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Kansas,Nursing home/longterm care facility,45-64 years,38,407,17,,,49,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Kansas,Nursing home/longterm care facility,65-74 years,133,971,50,27,,157,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Kansas,Nursing home/longterm care facility,75-84 years,371,2272,147,92,,435,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Kansas,Nursing home/longterm care facility,85 years and over,886,5568,343,178,12,1063,
2/17/2021,1/4/2020,2/13/2021,7,Kansas,Nursing home/longterm care facility,All ages,1428,9236,558,304,23,1705,
2/17/2021,1/4/2020,2/13/2021,7,Kansas,Other,0-14 years,0,31,0,0,0,0,
2/17/2021,1/4/2020,2/13/2021,7,Kansas,Other,15-44 years,,467,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Kansas,Other,45-64 years,,431,,,0,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Kansas,Other,65-74 years,,253,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Kansas,Other,75-84 years,15,227,,,0,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Kansas,Other,85 years and over,19,350,17,,0,29,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Kansas,Other,All ages,50,1759,39,10,0,79,
2/17/2021,1/4/2020,2/13/2021,7,Kansas,Place of death unknown,0-14 years,0,0,0,0,0,0,
2/17/2021,1/4/2020,2/13/2021,7,Kansas,Place of death unknown,15-44 years,0,0,0,0,0,0,
2/17/2021,1/4/2020,2/13/2021,7,Kansas,Place of death unknown,45-64 years,0,0,0,0,0,0,
2/17/2021,1/4/2020,2/13/2021,7,Kansas,Place of death unknown,65-74 years,0,0,0,0,0,0,
2/17/2021,1/4/2020,2/13/2021,7,Kansas,Place of death unknown,75-84 years,0,0,0,0,0,0,
2/17/2021,1/4/2020,2/13/2021,7,Kansas,Place of death unknown,85 years and over,0,0,0,0,0,0,
2/17/2021,1/4/2020,2/13/2021,7,Kansas,Place of death unknown,All ages,0,0,0,0,0,0,
2/17/2021,1/4/2020,2/13/2021,7,Missouri,All places of death,All ages,9182,82789,7696,3969,218,13120,
2/17/2021,1/4/2020,2/13/2021,7,Missouri,Decedent's home,0-14 years,0,108,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Missouri,Decedent's home,15-44 years,21,1736,22,,,39,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Missouri,Decedent's home,45-64 years,60,6055,74,,,130,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Missouri,Decedent's home,65-74 years,103,6260,103,28,,183,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Missouri,Decedent's home,75-84 years,145,6905,163,53,,261,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Missouri,Decedent's home,85 years and over,167,6406,188,61,,297,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Missouri,Decedent's home,All ages,496,27470,559,156,20,919,
2/17/2021,1/4/2020,2/13/2021,7,Missouri,"Healthcare setting, dead on arrival",0-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Missouri,"Healthcare setting, dead on arrival",15-44 years,0,14,0,0,0,0,
2/17/2021,1/4/2020,2/13/2021,7,Missouri,"Healthcare setting, dead on arrival",45-64 years,0,20,0,0,0,0,
2/17/2021,1/4/2020,2/13/2021,7,Missouri,"Healthcare setting, dead on arrival",65-74 years,0,10,0,0,0,0,
2/17/2021,1/4/2020,2/13/2021,7,Missouri,"Healthcare setting, dead on arrival",75-84 years,0,10,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Missouri,"Healthcare setting, dead on arrival",85 years and over,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Missouri,"Healthcare setting, dead on arrival",All ages,0,63,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
2/17/2021,1/4/2020,2/13/2021,7,Missouri,"Healthcare setting, inpatient",0-14 years,,464,10,0,,12,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
